"","gene_id","gene_name","seq_name","gene_biotype","description"
"240","ENSDARG00000070495","FRMD7","1","protein_coding","FERM domain containing 7 [Source:HGNC Symbol;Acc:HGNC:8079]"
"241","ENSDARG00000084766","5S_rRNA","1","rRNA","5S ribosomal RNA [Source:RFAM;Acc:RF00001]"
"242","ENSDARG00000034785","dachb","1","protein_coding","dachshund b [Source:ZFIN;Acc:ZDB-GENE-020402-4]"
"243","ENSDARG00000070512","cnpy3","1","protein_coding","canopy FGF signaling regulator 3 [Source:NCBI gene (formerly Entrezgene);Acc:550136]"
"244","ENSDARG00000070504","trpc5a","1","protein_coding","transient receptor potential cation channel, subfamily C, member 5a [Source:ZFIN;Acc:ZDB-GENE-040812-1]"
"245","ENSDARG00000062057","zgc:174945","1","protein_coding","zgc:174945 [Source:ZFIN;Acc:ZDB-GENE-080204-80]"
"246","ENSDARG00000067992","","1","protein_coding","NULL"
"247","ENSDARG00000103508","","1","lincRNA","NULL"
"248","ENSDARG00000070502","","1","protein_coding","NULL"
"249","ENSDARG00000096564","","1","transcribed_unprocessed_pseudogene","NULL"
"250","ENSDARG00000037679","mpc2a","1","protein_coding","mitochondrial pyruvate carrier 2a [Source:ZFIN;Acc:ZDB-GENE-040912-107]"
"251","ENSDARG00000076833","atp1b1b","1","protein_coding","ATPase Na+/K+ transporting subunit beta 1b [Source:ZFIN;Acc:ZDB-GENE-001127-4]"
"252","ENSDARG00000012297","CNGA3","1","protein_coding","cyclic nucleotide gated channel subunit alpha 3 [Source:HGNC Symbol;Acc:HGNC:2150]"
"253","ENSDARG00000087107","","1","protein_coding","NULL"
"254","ENSDARG00000099342","crfb15","1","protein_coding","cytokine receptor family member B15 [Source:ZFIN;Acc:ZDB-GENE-071120-6]"
"255","ENSDARG00000008487","dmd","1","protein_coding","dystrophin [Source:ZFIN;Acc:ZDB-GENE-010426-1]"
"256","ENSDARG00000084839","5S_rRNA","1","rRNA","5S ribosomal RNA [Source:RFAM;Acc:RF00001]"
"257","ENSDARG00000100507","5S_rRNA","1","rRNA","5S ribosomal RNA [Source:RFAM;Acc:RF00001]"
"258","ENSDARG00000070239","","1","protein_coding","NULL"
"259","ENSDARG00000074379","knstrn","1","protein_coding","kinetochore localized astrin (SPAG5) binding protein [Source:ZFIN;Acc:ZDB-GENE-081022-187]"
"260","ENSDARG00000062854","","1","protein_coding","NULL"
"261","ENSDARG00000112849","5S_rRNA","1","rRNA","5S ribosomal RNA [Source:RFAM;Acc:RF00001]"
"262","ENSDARG00000113410","5S_rRNA","1","rRNA","5S ribosomal RNA [Source:RFAM;Acc:RF00001]"
"263","ENSDARG00000092242","CHST12","1","protein_coding","carbohydrate sulfotransferase 12 [Source:HGNC Symbol;Acc:HGNC:17423]"
"264","ENSDARG00000092200","CHST12","1","protein_coding","carbohydrate sulfotransferase 12 [Source:HGNC Symbol;Acc:HGNC:17423]"
"265","ENSDARG00000093636","CHST12","1","protein_coding","carbohydrate sulfotransferase 12 [Source:HGNC Symbol;Acc:HGNC:17423]"
"266","ENSDARG00000095482","CHST12","1","protein_coding","carbohydrate sulfotransferase 12 [Source:HGNC Symbol;Acc:HGNC:17423]"
"267","ENSDARG00000094981","CHST12","1","protein_coding","carbohydrate sulfotransferase 12 [Source:HGNC Symbol;Acc:HGNC:17423]"
"268","ENSDARG00000037619","GNA12","1","protein_coding","G protein subunit alpha 12 [Source:HGNC Symbol;Acc:HGNC:4380]"
"269","ENSDARG00000062585","brat1","1","protein_coding","BRCA1-associated ATM activator 1 [Source:NCBI gene (formerly Entrezgene);Acc:678547]"
"270","ENSDARG00000074213","EIF3B","1","protein_coding","eukaryotic translation initiation factor 3 subunit B [Source:HGNC Symbol;Acc:HGNC:3280]"
"271","ENSDARG00000062606","","1","protein_coding","NULL"
"272","ENSDARG00000077198","CHST12","1","protein_coding","carbohydrate sulfotransferase 12 [Source:HGNC Symbol;Acc:HGNC:17423]"
"273","ENSDARG00000007678","ttyh3b","1","protein_coding","tweety family member 3b [Source:ZFIN;Acc:ZDB-GENE-051120-105]"
"274","ENSDARG00000089930","iqce","1","protein_coding","IQ motif containing E [Source:ZFIN;Acc:ZDB-GENE-090312-217]"
"275","ENSDARG00000078057","SNX8","1","protein_coding","sorting nexin 8 [Source:HGNC Symbol;Acc:HGNC:14972]"
"276","ENSDARG00000070448","grk4","1","protein_coding","G protein-coupled receptor kinase 4 [Source:ZFIN;Acc:ZDB-GENE-060929-1198]"
"277","ENSDARG00000070449","tspan5b","1","protein_coding","tetraspanin 5b [Source:ZFIN;Acc:ZDB-GENE-041212-12]"
"278","ENSDARG00000042988","slc24a2","1","protein_coding","solute carrier family 24 member 2 [Source:ZFIN;Acc:ZDB-GENE-060825-277]"
"279","ENSDARG00000096506","","1","protein_coding","NULL"
"280","ENSDARG00000070452","saraf","1","protein_coding","store-operated calcium entry-associated regulatory factor [Source:NCBI gene (formerly Entrezgene);Acc:767649]"
"281","ENSDARG00000070454","pla2g12a","1","protein_coding","phospholipase A2, group XIIA [Source:ZFIN;Acc:ZDB-GENE-070410-18]"
"282","ENSDARG00000096515","","1","protein_coding","NULL"
"283","ENSDARG00000038114","xpa","1","protein_coding","xeroderma pigmentosum, complementation group A [Source:ZFIN;Acc:ZDB-GENE-040426-1205]"
"284","ENSDARG00000008637","mttp","1","protein_coding","microsomal triglyceride transfer protein [Source:ZFIN;Acc:ZDB-GENE-040419-2]"
"285","ENSDARG00000091609","spink4","1","protein_coding","serine peptidase inhibitor, Kazal type 4 [Source:ZFIN;Acc:ZDB-GENE-130821-1]"
"286","ENSDARG00000002634","","1","protein_coding","NULL"
"287","ENSDARG00000062467","stra6l","1","protein_coding","STRA6-like [Source:ZFIN;Acc:ZDB-GENE-070410-116]"
"288","ENSDARG00000032808","tdrd7a","1","protein_coding","tudor domain containing 7 a [Source:ZFIN;Acc:ZDB-GENE-040426-2103]"
"289","ENSDARG00000078318","TMOD1","1","protein_coding","tropomodulin 1 [Source:HGNC Symbol;Acc:HGNC:11871]"
"290","ENSDARG00000018997","cplx2a","1","protein_coding","complexin 2a [Source:ZFIN;Acc:ZDB-GENE-040718-160]"
"291","ENSDARG00000099771","gne","1","protein_coding","glucosamine (UDP-N-acetyl)-2-epimerase/N-acetylmannosamine kinase [Source:ZFIN;Acc:ZDB-GENE-040426-1848]"
"292","ENSDARG00000045620","nansa","1","protein_coding","N-acetylneuraminic acid synthase a [Source:ZFIN;Acc:ZDB-GENE-030131-1500]"
"293","ENSDARG00000045618","clta","1","protein_coding","clathrin, light chain A [Source:ZFIN;Acc:ZDB-GENE-040426-1986]"
"294","ENSDARG00000057248","SCLT1","1","protein_coding","sodium channel and clathrin linker 1 [Source:HGNC Symbol;Acc:HGNC:26406]"
"295","ENSDARG00000017985","C1H4orf33","1","protein_coding","zgc:77739 [Source:NCBI gene (formerly Entrezgene);Acc:393870]"
"296","ENSDARG00000113585","5S_rRNA","1","rRNA","5S ribosomal RNA [Source:RFAM;Acc:RF00001]"
"297","ENSDARG00000106508","5S_rRNA","1","rRNA","5S ribosomal RNA [Source:RFAM;Acc:RF00001]"
"298","ENSDARG00000117227","","1","lincRNA","NULL"
"299","ENSDARG00000104707","","1","lincRNA","NULL"
"300","ENSDARG00000102049","","1","processed_transcript","NULL"
"301","ENSDARG00000116228","5S_rRNA","1","rRNA","5S ribosomal RNA [Source:RFAM;Acc:RF00001]"
"302","ENSDARG00000099729","pcdh10a","1","protein_coding","protocadherin 10a [Source:ZFIN;Acc:ZDB-GENE-020731-1]"
"303","ENSDARG00000105122","","1","processed_transcript","NULL"
"304","ENSDARG00000098668","","1","lincRNA","NULL"
"305","ENSDARG00000098053","","1","processed_transcript","NULL"
"306","ENSDARG00000102604","","1","antisense","NULL"
"307","ENSDARG00000102339","","1","protein_coding","NULL"
"308","ENSDARG00000089805","pcdh18a","1","protein_coding","protocadherin 18a [Source:ZFIN;Acc:ZDB-GENE-000607-1]"
"309","ENSDARG00000117726","","1","lincRNA","NULL"
"310","ENSDARG00000117541","","1","lincRNA","NULL"
"311","ENSDARG00000112668","5S_rRNA","1","rRNA","5S ribosomal RNA [Source:RFAM;Acc:RF00001]"
"312","ENSDARG00000110084","5S_rRNA","1","rRNA","5S ribosomal RNA [Source:RFAM;Acc:RF00001]"
"313","ENSDARG00000078525","NOCT","1","protein_coding","nocturnin [Source:HGNC Symbol;Acc:HGNC:14254]"
"314","ENSDARG00000079626","elf2b","1","protein_coding","E74-like factor 2b (ets domain transcription factor) [Source:ZFIN;Acc:ZDB-GENE-031215-1]"
"315","ENSDARG00000057114","hpf1","1","protein_coding","histone PARylation factor 1 [Source:ZFIN;Acc:ZDB-GENE-030131-740]"
"316","ENSDARG00000009026","","1","protein_coding","NULL"
"317","ENSDARG00000085400","U6","1","snRNA","U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]"
"318","ENSDARG00000014273","camk2d2","1","protein_coding","calcium/calmodulin-dependent protein kinase (CaM kinase) II delta 2 [Source:ZFIN;Acc:ZDB-GENE-040718-277]"
"319","ENSDARG00000104795","","1","protein_coding","NULL"
"320","ENSDARG00000056806","","1","protein_coding","NULL"
"321","ENSDARG00000056797","ppp2r2ca","1","protein_coding","protein phosphatase 2, regulatory subunit B, gamma a [Source:ZFIN;Acc:ZDB-GENE-051120-168]"
"322","ENSDARG00000062341","WFS1","1","protein_coding","wolframin ER transmembrane glycoprotein [Source:HGNC Symbol;Acc:HGNC:12762]"
"323","ENSDARG00000107022","","1","miRNA","NULL"
"324","ENSDARG00000056742","crmp1","1","protein_coding","collapsin response mediator protein 1 [Source:ZFIN;Acc:ZDB-GENE-050720-1]"
"325","ENSDARG00000037576","DRD5","1","protein_coding","dopamine receptor D5 [Source:HGNC Symbol;Acc:HGNC:3026]"
"326","ENSDARG00000070431","fip1l1b","1","protein_coding","FIP1 like 1b (S. cerevisiae) [Source:ZFIN;Acc:ZDB-GENE-041010-138]"
"327","ENSDARG00000022690","chic2","1","protein_coding","cysteine-rich hydrophobic domain 2 [Source:ZFIN;Acc:ZDB-GENE-040426-778]"
"328","ENSDARG00000056677","","1","protein_coding","NULL"
"329","ENSDARG00000012903","slc34a2a","1","protein_coding","solute carrier family 34 member 2a [Source:ZFIN;Acc:ZDB-GENE-000524-1]"
"330","ENSDARG00000003398","rbpja","1","protein_coding","recombination signal binding protein for immunoglobulin kappa J region a [Source:ZFIN;Acc:ZDB-GENE-031117-1]"
"331","ENSDARG00000074867","","1","protein_coding","NULL"
"332","ENSDARG00000109597","","1","protein_coding","NULL"
"333","ENSDARG00000111274","","1","miRNA","NULL"
"334","ENSDARG00000110922","","1","protein_coding","NULL"
"335","ENSDARG00000116310","","1","miRNA","NULL"
"336","ENSDARG00000109592","","1","miRNA","NULL"
"337","ENSDARG00000117482","","1","lincRNA","NULL"
"338","ENSDARG00000103921","","1","miRNA","NULL"
"339","ENSDARG00000114198","","1","miRNA","NULL"
"340","ENSDARG00000106947","","1","miRNA","NULL"
"341","ENSDARG00000039063","","1","protein_coding","NULL"
"342","ENSDARG00000113383","","1","protein_coding","NULL"
"343","ENSDARG00000109748","","1","miRNA","NULL"
"344","ENSDARG00000116279","","1","miRNA","NULL"
"345","ENSDARG00000109910","","1","miRNA","NULL"
"346","ENSDARG00000116174","","1","miRNA","NULL"
"347","ENSDARG00000116266","","1","miRNA","NULL"
"348","ENSDARG00000111171","","1","miRNA","NULL"
"349","ENSDARG00000111710","","1","miRNA","NULL"
"350","ENSDARG00000111723","","1","miRNA","NULL"
"351","ENSDARG00000115042","","1","miRNA","NULL"
"352","ENSDARG00000114262","","1","miRNA","NULL"
"353","ENSDARG00000078898","","1","protein_coding","NULL"
"354","ENSDARG00000007534","itln1","1","protein_coding","intelectin 1 [Source:ZFIN;Acc:ZDB-GENE-060929-564]"
"355","ENSDARG00000077804","HGSNAT","1","protein_coding","heparan-alpha-glucosaminide N-acetyltransferase [Source:HGNC Symbol;Acc:HGNC:26527]"
"356","ENSDARG00000013881","pi4k2b","1","protein_coding","phosphatidylinositol 4-kinase type 2 beta [Source:ZFIN;Acc:ZDB-GENE-070112-990]"
"357","ENSDARG00000079317","DLC1","1","protein_coding","DLC1 Rho GTPase activating protein [Source:HGNC Symbol;Acc:HGNC:2897]"
"358","ENSDARG00000117428","","1","lincRNA","NULL"
"359","ENSDARG00000106258","SGCZ","1","protein_coding","sarcoglycan zeta [Source:HGNC Symbol;Acc:HGNC:14075]"
"360","ENSDARG00000078854","tusc3","1","protein_coding","tumor suppressor candidate 3 [Source:ZFIN;Acc:ZDB-GENE-050522-381]"
"361","ENSDARG00000108223","5S_rRNA","1","rRNA","5S ribosomal RNA [Source:RFAM;Acc:RF00001]"
"362","ENSDARG00000007356","fgf20a","1","protein_coding","fibroblast growth factor 20a [Source:ZFIN;Acc:ZDB-GENE-060110-1]"
"363","ENSDARG00000078599","MICU3","1","protein_coding","mitochondrial calcium uptake family member 3 [Source:HGNC Symbol;Acc:HGNC:27820]"
"364","ENSDARG00000109375","","1","snoRNA","NULL"
"365","ENSDARG00000115704","U3","1","snoRNA","Small nucleolar RNA U3 [Source:RFAM;Acc:RF00012]"
"366","ENSDARG00000091657","","1","processed_pseudogene","NULL"
"367","ENSDARG00000017119","vps37a","1","protein_coding","VPS37A subunit of ESCRT-I [Source:ZFIN;Acc:ZDB-GENE-030131-8312]"
"368","ENSDARG00000070412","mtmr7b","1","protein_coding","myotubularin related protein 7b [Source:ZFIN;Acc:ZDB-GENE-050913-66]"
"369","ENSDARG00000034105","","1","protein_coding","NULL"
"370","ENSDARG00000062198","pcm1","1","protein_coding","pericentriolar material 1 [Source:ZFIN;Acc:ZDB-GENE-030131-428]"
"371","ENSDARG00000034817","asah1b","1","protein_coding","N-acylsphingosine amidohydrolase (acid ceramidase) 1b [Source:ZFIN;Acc:ZDB-GENE-040426-1512]"
"372","ENSDARG00000056504","frg1","1","protein_coding","FSHD region gene 1 [Source:ZFIN;Acc:ZDB-GENE-050417-324]"
"373","ENSDARG00000108673","5S_rRNA","1","rRNA","5S ribosomal RNA [Source:RFAM;Acc:RF00001]"
"374","ENSDARG00000110937","U3","1","snoRNA","Small nucleolar RNA U3 [Source:RFAM;Acc:RF00012]"
"375","ENSDARG00000117129","","1","snoRNA","NULL"
"376","ENSDARG00000116147","U3","1","snoRNA","Small nucleolar RNA U3 [Source:RFAM;Acc:RF00012]"
"377","ENSDARG00000116406","","1","snoRNA","NULL"
"378","ENSDARG00000111254","U3","1","snoRNA","Small nucleolar RNA U3 [Source:RFAM;Acc:RF00012]"
"379","ENSDARG00000113731","","1","snoRNA","NULL"
"380","ENSDARG00000115569","U3","1","snoRNA","Small nucleolar RNA U3 [Source:RFAM;Acc:RF00012]"
"381","ENSDARG00000113149","U3","1","snoRNA","Small nucleolar RNA U3 [Source:RFAM;Acc:RF00012]"
"382","ENSDARG00000116958","U3","1","snoRNA","Small nucleolar RNA U3 [Source:RFAM;Acc:RF00012]"
"383","ENSDARG00000092109","","1","lincRNA","NULL"
"384","ENSDARG00000017591","fat1a","1","protein_coding","FAT atypical cadherin 1a [Source:ZFIN;Acc:ZDB-GENE-050425-1]"
"385","ENSDARG00000092708","","1","processed_transcript","NULL"
"386","ENSDARG00000017905","casp3a","1","protein_coding","caspase 3, apoptosis-related cysteine peptidase a [Source:ZFIN;Acc:ZDB-GENE-011210-1]"
"387","ENSDARG00000030514","acsl1a","1","protein_coding","acyl-CoA synthetase long chain family member 1a [Source:ZFIN;Acc:ZDB-GENE-050809-115]"
"388","ENSDARG00000056400","helt","1","protein_coding","helt bHLH transcription factor [Source:ZFIN;Acc:ZDB-GENE-040824-6]"
"389","ENSDARG00000042937","","1","protein_coding","NULL"
"390","ENSDARG00000092600","","1","protein_coding","NULL"
"391","ENSDARG00000027355","slc25a4","1","protein_coding","solute carrier family 25 member 4 [Source:ZFIN;Acc:ZDB-GENE-030131-5275]"
"392","ENSDARG00000092022","","1","protein_coding","NULL"
"393","ENSDARG00000056381","cfap97","1","protein_coding","cilia and flagella associated protein 97 [Source:ZFIN;Acc:ZDB-GENE-030131-9405]"
"394","ENSDARG00000056376","ankrd37","1","protein_coding","ankyrin repeat domain 37 [Source:ZFIN;Acc:ZDB-GENE-070308-1]"
"395","ENSDARG00000056369","ufsp2","1","protein_coding","ufm1-specific peptidase 2 [Source:ZFIN;Acc:ZDB-GENE-030131-8726]"
"396","ENSDARG00000011023","pdlim3a","1","protein_coding","PDZ and LIM domain 3a [Source:ZFIN;Acc:ZDB-GENE-050505-1]"
"397","ENSDARG00000003046","","1","protein_coding","NULL"
"398","ENSDARG00000095697","","1","processed_transcript","NULL"
"399","ENSDARG00000016065","tlr3","1","protein_coding","toll-like receptor 3 [Source:ZFIN;Acc:ZDB-GENE-040219-7]"
"400","ENSDARG00000062132","cyp4v2a","1","protein_coding","cytochrome P450, family 4, subfamily V, member 2a [Source:ZFIN;Acc:ZDB-GENE-061103-601]"
"401","ENSDARG00000117687","","1","lincRNA","NULL"
"402","ENSDARG00000117295","","1","lincRNA","NULL"
"403","ENSDARG00000094943","","1","processed_transcript","NULL"
"404","ENSDARG00000115616","","1","protein_coding","NULL"
"405","ENSDARG00000037545","mtnr1aa","1","protein_coding","melatonin receptor 1A a [Source:ZFIN;Acc:ZDB-GENE-990415-155]"
"406","ENSDARG00000062122","klhl5","1","protein_coding","kelch-like family member 5 [Source:ZFIN;Acc:ZDB-GENE-080424-7]"
"407","ENSDARG00000095111","","1","protein_coding","NULL"
"408","ENSDARG00000008287","fam114a1","1","protein_coding","family with sequence similarity 114 member A1 [Source:ZFIN;Acc:ZDB-GENE-070410-52]"
"409","ENSDARG00000015495","klf3","1","protein_coding","Kruppel like factor 3 (basic) [Source:ZFIN;Acc:ZDB-GENE-011116-1]"
"410","ENSDARG00000062081","TBC1D1","1","protein_coding","TBC1 domain family member 1 [Source:HGNC Symbol;Acc:HGNC:11578]"
"411","ENSDARG00000018178","pgm2","1","protein_coding","phosphoglucomutase 2 [Source:ZFIN;Acc:ZDB-GENE-040426-2218]"
"412","ENSDARG00000093886","tmsb5","1","protein_coding","thymosin beta 5 [Source:ZFIN;Acc:ZDB-GENE-090313-198]"
"413","ENSDARG00000056163","slc25a51a","1","protein_coding","solute carrier family 25 member 51a [Source:ZFIN;Acc:ZDB-GENE-040426-1722]"
"414","ENSDARG00000079488","zgc:195282","1","protein_coding","zgc:195282 [Source:ZFIN;Acc:ZDB-GENE-081022-208]"
"415","ENSDARG00000062055","","1","protein_coding","NULL"
"416","ENSDARG00000074275","limch1a","1","protein_coding","LIM and calponin homology domains 1a [Source:ZFIN;Acc:ZDB-GENE-090312-153]"
"417","ENSDARG00000075330","phox2ba","1","protein_coding","paired like homeobox 2Ba [Source:ZFIN;Acc:ZDB-GENE-090313-51]"
"418","ENSDARG00000006392","exosc9","1","protein_coding","exosome component 9 [Source:ZFIN;Acc:ZDB-GENE-041010-180]"
"419","ENSDARG00000073902","","1","protein_coding","NULL"
"420","ENSDARG00000019945","ptprdb","1","protein_coding","protein tyrosine phosphatase receptor type Db [Source:ZFIN;Acc:ZDB-GENE-070615-38]"
"421","ENSDARG00000086957","","1","protein_coding","NULL"
"422","ENSDARG00000056151","tyrp1b","1","protein_coding","tyrosinase-related protein 1b [Source:ZFIN;Acc:ZDB-GENE-040718-249]"
"423","ENSDARG00000061985","rbm47","1","protein_coding","RNA binding motif protein 47 [Source:ZFIN;Acc:ZDB-GENE-030131-9612]"
"424","ENSDARG00000061981","lap3","1","protein_coding","leucine aminopeptidase 3 [Source:ZFIN;Acc:ZDB-GENE-060719-1]"
"425","ENSDARG00000003631","clockb","1","protein_coding","clock circadian regulator b [Source:ZFIN;Acc:ZDB-GENE-030408-2]"
"426","ENSDARG00000056133","kitb","1","protein_coding","KIT proto-oncogene, receptor tyrosine kinase b [Source:ZFIN;Acc:ZDB-GENE-050916-2]"
"427","ENSDARG00000070321","clrn2","1","protein_coding","clarin 2 [Source:ZFIN;Acc:ZDB-GENE-061207-64]"
"428","ENSDARG00000017744","smc2","1","protein_coding","structural maintenance of chromosomes 2 [Source:ZFIN;Acc:ZDB-GENE-030131-105]"
"429","ENSDARG00000070320","exoc1l","1","protein_coding","exocyst complex component 1 like [Source:ZFIN;Acc:ZDB-GENE-061207-63]"
"430","ENSDARG00000061952","ecpas","1","protein_coding","Ecm29 proteasome adaptor and scaffold [Source:ZFIN;Acc:ZDB-GENE-061207-66]"
"431","ENSDARG00000061936","fbxo10","1","protein_coding","F-box protein 10 [Source:ZFIN;Acc:ZDB-GENE-090313-270]"
"432","ENSDARG00000006434","polr1e","1","protein_coding","RNA polymerase I subunit E [Source:ZFIN;Acc:ZDB-GENE-050522-251]"
"433","ENSDARG00000037484","tmem192","1","protein_coding","transmembrane protein 192 [Source:ZFIN;Acc:ZDB-GENE-040426-2254]"
"434","ENSDARG00000094729","apela","1","protein_coding","apelin receptor early endogenous ligand [Source:ZFIN;Acc:ZDB-GENE-090313-116]"
"435","ENSDARG00000095388","si:ch211-42i9.5","1","lincRNA","si:ch211-42i9.5 [Source:ZFIN;Acc:ZDB-LINCRNAG-030131-3146]"
"436","ENSDARG00000085360","5S_rRNA","1","rRNA","5S ribosomal RNA [Source:RFAM;Acc:RF00001]"
"437","ENSDARG00000037487","","1","protein_coding","NULL"
"438","ENSDARG00000008068","tma16","1","protein_coding","translation machinery associated 16 homolog [Source:ZFIN;Acc:ZDB-GENE-050522-20]"
"439","ENSDARG00000077648","fnip2","1","protein_coding","folliculin interacting protein 2 [Source:ZFIN;Acc:ZDB-GENE-090312-31]"
"440","ENSDARG00000096580","","1","antisense","NULL"
"441","ENSDARG00000079250","","1","processed_transcript","NULL"
"442","ENSDARG00000019986","grhprb","1","protein_coding","glyoxylate reductase/hydroxypyruvate reductase b [Source:ZFIN;Acc:ZDB-GENE-040426-1847]"
